Report_Date_as_MM_DD_YYYY,Prod_Merc_Pct,Swap_Pct,Money_Manager_Pct,Other_Rept_Pct,NonRept_Pct
2006-06-13,0.3651978323367867,0.1529146318302999,0.2009862654158149,0.1323230717657137,0.14857819865138472
2006-06-20,0.37349835913565727,0.15576820836823,0.1977952164288244,0.12928223145311352,0.14365598461417486
2006-06-27,0.3704511597134889,0.15801577740623807,0.20268410448299384,0.12783693676340907,0.1410120216338701
2006-07-03,0.37096909743925005,0.15841909888078393,0.20258727469712892,0.12739430330684207,0.14063022567599506
2006-07-11,0.3723690039041361,0.15741372617304625,0.20502572422249737,0.12540024401724237,0.13979130168307793
2006-07-18,0.3738270045440435,0.15507493168502187,0.20809535941902615,0.12524218742998802,0.1377605169219204
2006-07-25,0.37486282922460723,0.15699439436475343,0.20390421017877533,0.1276600144952084,0.13657855173665565
2006-08-01,0.3685271589272128,0.15700872246484376,0.20775197214785218,0.13068812597161494,0.13602402048847628
2006-08-08,0.37069879190712535,0.15851824318604138,0.2063874397965911,0.12858938591615574,0.1358061391940864
2006-08-15,0.3713968742238262,0.15924958706745837,0.20376152163573857,0.12960148269586225,0.13599053437711464
2006-08-22,0.37087152032882287,0.15950417755583987,0.20469773638809596,0.13103024723939394,0.1338963184878474
2006-08-29,0.3733804323389059,0.15898162739488414,0.2053777840225186,0.13151763996485547,0.13074251627883596
2006-09-05,0.37218049780758844,0.1602044898896851,0.20497564052357053,0.12904890562535287,0.13359046615380302
2006-09-12,0.37316013921233265,0.16001641937118977,0.20331872895157588,0.12770721939681806,0.13579749306808367
2006-09-19,0.37519184140858086,0.1581037402535111,0.2024413915807655,0.12998982468224876,0.1342732020748938
2006-09-26,0.37588038549847996,0.16042311343379256,0.19712968141553447,0.13234280634293832,0.13422401330925468
2006-10-03,0.3711390537264372,0.15854337252900325,0.2010877367665271,0.13073012206777004,0.13849971491026236
2006-10-10,0.3761785655095082,0.15667151192805595,0.20004123192371767,0.1273889741141001,0.13971971652461804
2006-10-17,0.38114571502066197,0.1563989327330788,0.19945816369229152,0.1270598969382806,0.1359372916156871
2006-10-24,0.38083590871791584,0.15253863162390047,0.1905768495201258,0.13861034040352052,0.1374382697345374
2006-10-31,0.37803109552331193,0.15629872783185308,0.19733012581374815,0.13127397985518702,0.13706607097589982
2006-11-07,0.3799227968357359,0.1577857517772914,0.1974144098729633,0.13081757173945813,0.13405946977455133
2006-11-14,0.3838841802697367,0.1566973106972264,0.19613742659930494,0.1284335391243599,0.13484754330937213
2006-11-21,0.3865801836957878,0.15869922885986848,0.19617910185673565,0.12766021465360855,0.13088127093399948
2006-11-28,0.3855743601307108,0.157917196021312,0.19391138674675,0.12679256961307991,0.13580448748814733
2006-12-05,0.3894587082863615,0.15909336012194697,0.1960530938876751,0.12145144487083234,0.13394339283318407
2006-12-12,0.38708733623721536,0.15966365199163662,0.1927338514865342,0.12157611958328472,0.1389390407013291
2006-12-19,0.39102873079596,0.1616796323565635,0.18819693338659918,0.12039180463269716,0.1387028988281802
2006-12-26,0.39509330050255104,0.16134213078840137,0.1872774228718941,0.11951672155703826,0.1367704242801153
2007-01-03,0.38829746813787674,0.1591466436428521,0.19658878379263683,0.12175035315017765,0.1342167512764567
2007-01-09,0.3881330629770741,0.15920026417391436,0.1963821442750785,0.11977060247573408,0.13651392609819893
2007-01-16,0.3872865883630963,0.158299365733117,0.19745019094565894,0.12125319902983046,0.13571065592829729
2007-01-23,0.3851373390200564,0.15752824208688854,0.2019084098748289,0.1225893703148974,0.1328366387033288
2007-01-30,0.3864853557910796,0.15742123819339068,0.19855521665445633,0.1264585067816675,0.13107968257940583
2007-02-06,0.38776326369171493,0.15831315604068225,0.19657097488822106,0.12532070312677812,0.13203190225260364
2007-02-13,0.3928859152703985,0.15584268213910815,0.20065623548083367,0.12285878451156662,0.12775638259809305
2007-02-20,0.3874026839257537,0.1589030930250278,0.20188500562824108,0.1224536963458786,0.12935552107509884
2007-02-27,0.38732475517390763,0.15983965164573877,0.2018283098322064,0.12531541001306848,0.12569187333507875
2007-03-06,0.39025247737233604,0.1647295291686152,0.19578263166610055,0.12089519976017085,0.12834016203277737
2007-03-13,0.3916595565779206,0.1637357349803764,0.20064364584642314,0.11811718957169233,0.12584387302358757
2007-03-20,0.3868202437764958,0.16330640189926704,0.20277195890750663,0.12042951581036027,0.1266718796063703
2007-03-27,0.3815320607888206,0.16188021677760897,0.20398438009852704,0.12366009785258512,0.12894324448245828
2007-04-03,0.37959973882620235,0.16117059423268906,0.20401709608187152,0.12453694982871122,0.13067562103052593
2007-04-10,0.37904527927416837,0.15952621449509785,0.20370186263780354,0.12460990338294163,0.1331167402099886
2007-04-17,0.3794793832841883,0.16152166867349282,0.20365598852357064,0.12493818843335908,0.13040477108538912
2007-04-24,0.38375557938431415,0.162667695278118,0.20406925603919515,0.12211816303717068,0.12738930626120204
2007-05-01,0.37798270426022834,0.16383058334949582,0.21223397267762054,0.12147166277768827,0.12448107693496706
2007-05-08,0.37728391639901704,0.16449507755459056,0.211988153498981,0.12151373019319006,0.12471912235422136
2007-05-15,0.37462395673215304,0.16385500191311267,0.21574407550012392,0.12143544547679003,0.12434152037782033
2007-05-22,0.36833398384505883,0.16778222748709803,0.21890763492180476,0.12446290754248718,0.12051324620355118
